,channel_id,created_date,country,snippet_title,snippet_description,snippet_customurl,snippet_publishedat,snippet_thumbnails_default_url,snippet_thumbnails_default_width,snippet_thumbnails_default_height,snippet_thumbnails_medium_url,snippet_thumbnails_medium_width,snippet_thumbnails_medium_height,snippet_thumbnails_high_url,snippet_thumbnails_high_width,snippet_thumbnails_high_height,snippet_localized_title,snippet_localized_description,contentdetails_relatedplaylists_likes,contentdetails_relatedplaylists_uploads,statistics_viewcount,statistics_subscribercount,statistics_hiddensubscribercount,statistics_videocount,topicdetails_topicids,topicdetails_topiccategories,status_privacystatus,status_islinked,status_longuploadsstatus,brandingsettings_channel_title,scrape_date
116,UCuLgfhXLVT7o1EUx8YNwV6A,2025-02-21T19:56:39.851722Z,IN,Sheryians AI School,"Welcome to Sheryians AI School 
Your one-stop destination to explore Artificial Intelligence, Machine Learning, Data Science, Data Analysis, Python and everything smart enough to shape the future 

Here we simplify complex topics, share real-world projects, and make sure learning AI feels less like a headache and more like an exciting journey 

Whether you're just starting or leveling up your skills, this is the place to be. Hit subscribe and let's decode the future together! 

Subscribe Karo maza aa jaaye ga 😍😍
",@sheryiansai,2025-02-21T19:56:39.851722Z,https://yt3.ggpht.com/B0nP8lhWxUPUoWRvyl_3ciTlXwqxH4gN_h477wUl60gmO3-9Cyueo2mzwGTAcErYJ-1RagNn=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/B0nP8lhWxUPUoWRvyl_3ciTlXwqxH4gN_h477wUl60gmO3-9Cyueo2mzwGTAcErYJ-1RagNn=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/B0nP8lhWxUPUoWRvyl_3ciTlXwqxH4gN_h477wUl60gmO3-9Cyueo2mzwGTAcErYJ-1RagNn=s800-c-k-c0x00ffffff-no-rj,800,800,Sheryians AI School,"Welcome to Sheryians AI School 
Your one-stop destination to explore Artificial Intelligence, Machine Learning, Data Science, Data Analysis, Python and everything smart enough to shape the future 

Here we simplify complex topics, share real-world projects, and make sure learning AI feels less like a headache and more like an exciting journey 

Whether you're just starting or leveling up your skills, this is the place to be. Hit subscribe and let's decode the future together! 

Subscribe Karo maza aa jaaye ga 😍😍
",,UUuLgfhXLVT7o1EUx8YNwV6A,1845537,50900,False,104,"['/m/07c1v', '/m/01k8wb', '/m/019_rr']","['https://en.wikipedia.org/wiki/Technology', 'https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",public,True,longUploadsUnspecified,Sheryians AI School,1764668787029995000
117,UCuix1GOcmoqqWcHh1W1dWAg,2011-10-06T11:43:30Z,IN,Programming Tutorials,"In this channel, I discuss tutorials related to programming, data structure and java.

You can contact me through this form - https://webrewrite.com/contact-us/",@programmingtutorials1m,2011-10-06T11:43:30Z,https://yt3.ggpht.com/ytc/AIdro_kBdLuxbAt_ct02I2E5yit-xcC_zfPxCJx3lP63QJRvcR4=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AIdro_kBdLuxbAt_ct02I2E5yit-xcC_zfPxCJx3lP63QJRvcR4=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AIdro_kBdLuxbAt_ct02I2E5yit-xcC_zfPxCJx3lP63QJRvcR4=s800-c-k-c0x00ffffff-no-rj,800,800,Programming Tutorials,"In this channel, I discuss tutorials related to programming, data structure and java.

You can contact me through this form - https://webrewrite.com/contact-us/",,UUuix1GOcmoqqWcHh1W1dWAg,3395181,22800,False,296,"['/m/019_rr', '/m/01k8wb', '/m/07c1v']","['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Technology']",public,True,longUploadsUnspecified,Programming Tutorials,1764668787264490000
118,UCv9bWHC0DIn-Xb7ALNoOGWQ,2014-08-26T07:53:20Z,NO,w3schools.com,Learn coding and become a web developer for free with W3Schools.com,@w3schools,2014-08-26T07:53:20Z,https://yt3.ggpht.com/Jzh-VfliIJvWX-jBOFRXfCUpDdhInOokGZQshKlET4H-u1OLl_80GY-2wwe8gvQwFoSzeeYzNg=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/Jzh-VfliIJvWX-jBOFRXfCUpDdhInOokGZQshKlET4H-u1OLl_80GY-2wwe8gvQwFoSzeeYzNg=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/Jzh-VfliIJvWX-jBOFRXfCUpDdhInOokGZQshKlET4H-u1OLl_80GY-2wwe8gvQwFoSzeeYzNg=s800-c-k-c0x00ffffff-no-rj,800,800,w3schools.com,Learn coding and become a web developer for free with W3Schools.com,,UUv9bWHC0DIn-Xb7ALNoOGWQ,16363956,459000,False,362,"['/m/07c1v', '/m/01k8wb', '/m/019_rr']","['https://en.wikipedia.org/wiki/Technology', 'https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",public,True,longUploadsUnspecified,w3schools.com,1764668786732813000
119,UCvA_wgsX6eFAOXI8Rbg_WiQ,2014-03-14T16:01:27Z,US,tutoriaLinux,"Linux, DevOps, Cloud, and Programming tutorial videos, ranging from basic Linux commands for beginners to practical programming and cloud infrastructure projects using modern tooling.

I've been a professional Sysadmin, Web Developer DevOps engineer, Web Security Engineer, Datacenter Architect, and Site Reliability Engineer for over 10 years (not exactly in that order). I started making these videos for a friend who was trying to learn the skills he needed to start a tech career. Since then, I've expanded to cover even more topics, tools, theory, practical projects, and career advice.

I try to have a balanced mix of theory and practice, because neither extreme -- extreme theory and extreme practicality -- is useful:

- it's useless to know a bunch of commands without understanding the system underneath, and
- it's also useless to understand how everything works theoretically while being unable to apply any of that knowledge to solve real problems.",@tutorialinux,2014-03-14T16:01:27Z,https://yt3.ggpht.com/ytc/AIdro_nOD4IaLZ2TB4SloN6RgZEY6uquo8B4F3MEKnp6W2FdWt0=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AIdro_nOD4IaLZ2TB4SloN6RgZEY6uquo8B4F3MEKnp6W2FdWt0=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AIdro_nOD4IaLZ2TB4SloN6RgZEY6uquo8B4F3MEKnp6W2FdWt0=s800-c-k-c0x00ffffff-no-rj,800,800,tutoriaLinux,"Linux, DevOps, Cloud, and Programming tutorial videos, ranging from basic Linux commands for beginners to practical programming and cloud infrastructure projects using modern tooling.

I've been a professional Sysadmin, Web Developer DevOps engineer, Web Security Engineer, Datacenter Architect, and Site Reliability Engineer for over 10 years (not exactly in that order). I started making these videos for a friend who was trying to learn the skills he needed to start a tech career. Since then, I've expanded to cover even more topics, tools, theory, practical projects, and career advice.

I try to have a balanced mix of theory and practice, because neither extreme -- extreme theory and extreme practicality -- is useful:

- it's useless to know a bunch of commands without understanding the system underneath, and
- it's also useless to understand how everything works theoretically while being unable to apply any of that knowledge to solve real problems.",,UUvA_wgsX6eFAOXI8Rbg_WiQ,16270598,213000,False,239,"['/m/01k8wb', '/m/07c1v', '/m/019_rr']","['https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Technology', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",public,True,longUploadsUnspecified,tutoriaLinux,1764668786732813000
120,UCvWWf-LYjaujE50iYai8WgQ,2012-06-30T00:43:23Z,US,Paul's Hardware,"Tech reviews, tutorials, PC hardware and do-it-yourself computer building are my favorite things, so that's what I make videos about. 

",@paulshardware,2012-06-30T00:43:23Z,https://yt3.ggpht.com/t_F9HmCxAa7sFI-5QOHd2S6Wloo75URzMU5DGr_v-vNGumC_RehLhPdyE-1XNhN5V_zXNJKxTZU=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/t_F9HmCxAa7sFI-5QOHd2S6Wloo75URzMU5DGr_v-vNGumC_RehLhPdyE-1XNhN5V_zXNJKxTZU=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/t_F9HmCxAa7sFI-5QOHd2S6Wloo75URzMU5DGr_v-vNGumC_RehLhPdyE-1XNhN5V_zXNJKxTZU=s800-c-k-c0x00ffffff-no-rj,800,800,Paul's Hardware,"Tech reviews, tutorials, PC hardware and do-it-yourself computer building are my favorite things, so that's what I make videos about. 

",,UUvWWf-LYjaujE50iYai8WgQ,294310937,1540000,False,1799,"['/m/019_rr', '/m/07c1v']","['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Technology']",public,True,longUploadsUnspecified,Paul's Hardware,1764668786732813000
121,UCvckuc-3Sos1aUtSqCV_0xw,2014-03-17T20:28:26Z,US,Georgia Web Development,"Georgia Web Development is a Moultrie, Georgia based full-service digital marketing agency since 2009. We specialize in eCommerce website design & development, small business websites, content marketing, search engine optimization (SEO), social media marketing, search engine marketing (SEM) and full-service video production.

We are WooCommerce, Magento & WordPress experts. We offer FREE website project quotes & project consultations. Unlike many website development agencies we don’t outsource any of our website work overseas. We take great pride in keeping all of our website design and website development projects in-house, in the U.S.A.

Full-Service Digital Marketing 
eCommerce Website Development & Design
Website Design & Development
WordPress Website Support + Maintenance
WooCommerce Shop Support + Maintenance
Magento Shop Support + Maintenance
Full-Scale Video Production Services",@gawebdevdotcom,2014-03-17T20:28:26Z,https://yt3.ggpht.com/ytc/AIdro_lHi7G89vuZfok_pbw6MaxdDEFNPn3I_vCFSJJGPELgSDU=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AIdro_lHi7G89vuZfok_pbw6MaxdDEFNPn3I_vCFSJJGPELgSDU=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AIdro_lHi7G89vuZfok_pbw6MaxdDEFNPn3I_vCFSJJGPELgSDU=s800-c-k-c0x00ffffff-no-rj,800,800,Georgia Web Development,"Georgia Web Development is a Moultrie, Georgia based full-service digital marketing agency since 2009. We specialize in eCommerce website design & development, small business websites, content marketing, search engine optimization (SEO), social media marketing, search engine marketing (SEM) and full-service video production.

We are WooCommerce, Magento & WordPress experts. We offer FREE website project quotes & project consultations. Unlike many website development agencies we don’t outsource any of our website work overseas. We take great pride in keeping all of our website design and website development projects in-house, in the U.S.A.

Full-Service Digital Marketing 
eCommerce Website Development & Design
Website Design & Development
WordPress Website Support + Maintenance
WooCommerce Shop Support + Maintenance
Magento Shop Support + Maintenance
Full-Scale Video Production Services",,UUvckuc-3Sos1aUtSqCV_0xw,6880589,11200,False,212,"['/m/02vx4', '/m/06ntj', '/m/0jm_', '/m/019_rr']","['https://en.wikipedia.org/wiki/Association_football', 'https://en.wikipedia.org/wiki/Sport', 'https://en.wikipedia.org/wiki/American_football', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",public,True,longUploadsUnspecified,Georgia Web Development,1764668787264490000
122,UCvjgXvBlbQiydffZU7m1_aw,2006-07-03T18:24:29Z,US,The Coding Train,"All aboard! The Coding Train is on its way with creative coding video tutorials on subjects ranging from the basics of programming languages like JavaScript to algorithmic art, machine learning, simulation, generative poetry, and more. Choo choo!",@thecodingtrain,2006-07-03T18:24:29Z,https://yt3.ggpht.com/jx7pgOZeAW4tzBUOW3WVTCi8_RJEWZkJS4AiThnYvoS8TaL5zPwOk0gqBftyya9EMhOm80Yhgw=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/jx7pgOZeAW4tzBUOW3WVTCi8_RJEWZkJS4AiThnYvoS8TaL5zPwOk0gqBftyya9EMhOm80Yhgw=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/jx7pgOZeAW4tzBUOW3WVTCi8_RJEWZkJS4AiThnYvoS8TaL5zPwOk0gqBftyya9EMhOm80Yhgw=s800-c-k-c0x00ffffff-no-rj,800,800,The Coding Train,"All aboard! The Coding Train is on its way with creative coding video tutorials on subjects ranging from the basics of programming languages like JavaScript to algorithmic art, machine learning, simulation, generative poetry, and more. Choo choo!",,UUvjgXvBlbQiydffZU7m1_aw,131735423,1750000,False,1287,"['/m/019_rr', '/m/01k8wb', '/m/07c1v']","['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Technology']",public,True,longUploadsUnspecified,The Coding Train,1764668786732813000
123,UCwcXQMYphMbpuw8ok9HQguw,2020-04-27T07:23:41.757595Z,US,Code with Josh,"💥For obvious reasons, I'm Josh...

Welcome to Code with Josh!

Are you ready to transform your understanding of Programming?

📚Follow along as I break down all that complex tech jargon into terms you can easily understand!

Trying to make a non-boring coding channel ✌️

🔔 Subscribe and hit the notification bell to stay updated with my Python content and hacks! 

Newsletter Subscribers get a FREE Handcrafted Python and Git PDF Guide!
",@codewithjoshoffical,2020-04-27T07:23:41.757595Z,https://yt3.ggpht.com/hIXvEYxxkF7ygU0QSccH7ALfB3ROafcMa1_Q6Fpn73E1tYrgdy7kLWMyydRa5PayOc7L4JWA0w=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/hIXvEYxxkF7ygU0QSccH7ALfB3ROafcMa1_Q6Fpn73E1tYrgdy7kLWMyydRa5PayOc7L4JWA0w=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/hIXvEYxxkF7ygU0QSccH7ALfB3ROafcMa1_Q6Fpn73E1tYrgdy7kLWMyydRa5PayOc7L4JWA0w=s800-c-k-c0x00ffffff-no-rj,800,800,Code with Josh,"💥For obvious reasons, I'm Josh...

Welcome to Code with Josh!

Are you ready to transform your understanding of Programming?

📚Follow along as I break down all that complex tech jargon into terms you can easily understand!

Trying to make a non-boring coding channel ✌️

🔔 Subscribe and hit the notification bell to stay updated with my Python content and hacks! 

Newsletter Subscribers get a FREE Handcrafted Python and Git PDF Guide!
",,UUwcXQMYphMbpuw8ok9HQguw,1939525,45200,False,373,"['/m/019_rr', '/m/01k8wb', '/m/07c1v']","['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Technology']",public,True,longUploadsUnspecified,Code with Josh,1764668787029995000
124,UCwrVwiJllwhJUKXKmjLcckQ,2024-02-23T21:47:45.84362Z,,Apple Developer,Hello and welcome to the official Apple Developer YouTube channel.,@appledeveloper,2024-02-23T21:47:45.84362Z,https://yt3.ggpht.com/QM10AqUfNyZxhp92xKOfs5PBnS5vCngEKlbiC--ZHTraiZRubULznnjh9lDWFiGYLkLTRf3g=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/QM10AqUfNyZxhp92xKOfs5PBnS5vCngEKlbiC--ZHTraiZRubULznnjh9lDWFiGYLkLTRf3g=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/QM10AqUfNyZxhp92xKOfs5PBnS5vCngEKlbiC--ZHTraiZRubULznnjh9lDWFiGYLkLTRf3g=s800-c-k-c0x00ffffff-no-rj,800,800,Apple Developer,Hello and welcome to the official Apple Developer YouTube channel.,,UUwrVwiJllwhJUKXKmjLcckQ,11625226,246000,False,831,"['/m/019_rr', '/m/07c1v', '/m/01k8wb']","['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Technology', 'https://en.wikipedia.org/wiki/Knowledge']",public,True,longUploadsUnspecified,Apple Developer,1764668786732813000
125,UCyoi9yYaQRQ2F34wDLosr2A,2016-02-27T01:28:05Z,BR,Data Science Academy,www.datascienceacademy.com.br,@datascienceacademy,2016-02-27T01:28:05Z,https://yt3.ggpht.com/ytc/AIdro_lPEBEjGO5rEq9JVs-4pd-_rdPdxlRUwM2gcTulsVr5oA=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AIdro_lPEBEjGO5rEq9JVs-4pd-_rdPdxlRUwM2gcTulsVr5oA=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AIdro_lPEBEjGO5rEq9JVs-4pd-_rdPdxlRUwM2gcTulsVr5oA=s800-c-k-c0x00ffffff-no-rj,800,800,Data Science Academy,www.datascienceacademy.com.br,,UUyoi9yYaQRQ2F34wDLosr2A,15656129,53700,False,1174,"['/m/019_rr', '/m/01k8wb', '/m/07c1v']","['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Technology']",public,True,longUploadsUnspecified,Data Science Academy,1764668787029995000
126,UCzL_0nIe8B4-7ShhVPfJkgw,2014-08-06T21:12:46Z,US,Data Science Dojo,"Data Science Dojo is an e-learning company that is redefining the data science, large language models, and generative AI education landscape with a simpler, digestible, and engaging curriculum. We believe that data science & AI are for everyone.  So, we invest our time in simplifying and educating attendees on data science and LLM concepts that our attendees can actually apply to generate business value in their respective job functions.

Our channel showcases our commitment to teaching data science, generative AI, and large language models! You will find tutorials, community talks, and courses on data science and LLM. We offer many courses that address all competency levels. Explore the full catalog of courses on Data Science Dojo and start learning today. → datasciencedojo.com ",@datasciencedojo,2014-08-06T21:12:46Z,https://yt3.ggpht.com/f9i55fzk9F7jtmGeGCaIswwsirNwwEbonlPmy1jVlgZpsH4igJWBkfpCJKTyxFcRQ8Y9VmHB=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/f9i55fzk9F7jtmGeGCaIswwsirNwwEbonlPmy1jVlgZpsH4igJWBkfpCJKTyxFcRQ8Y9VmHB=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/f9i55fzk9F7jtmGeGCaIswwsirNwwEbonlPmy1jVlgZpsH4igJWBkfpCJKTyxFcRQ8Y9VmHB=s800-c-k-c0x00ffffff-no-rj,800,800,Data Science Dojo,"Data Science Dojo is an e-learning company that is redefining the data science, large language models, and generative AI education landscape with a simpler, digestible, and engaging curriculum. We believe that data science & AI are for everyone.  So, we invest our time in simplifying and educating attendees on data science and LLM concepts that our attendees can actually apply to generate business value in their respective job functions.

Our channel showcases our commitment to teaching data science, generative AI, and large language models! You will find tutorials, community talks, and courses on data science and LLM. We offer many courses that address all competency levels. Explore the full catalog of courses on Data Science Dojo and start learning today. → datasciencedojo.com ",,UUzL_0nIe8B4-7ShhVPfJkgw,6819983,118000,False,842,"['/m/07c1v', '/m/01k8wb', '/m/019_rr']","['https://en.wikipedia.org/wiki/Technology', 'https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",public,True,longUploadsUnspecified,Data Science Dojo,1764668787029995000
127,UCzNf0liwUzMN6_pixbQlMhQ,2017-12-15T15:40:51Z,US,Coder Coder,"Practical tips for the beginner web developer.

",@thecodercoder,2017-12-15T15:40:51Z,https://yt3.ggpht.com/ytc/AIdro_k44gHBoHPwPbUJz36pexiQQyqImaAzZNP-MNbbLZZ11VY=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AIdro_k44gHBoHPwPbUJz36pexiQQyqImaAzZNP-MNbbLZZ11VY=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AIdro_k44gHBoHPwPbUJz36pexiQQyqImaAzZNP-MNbbLZZ11VY=s800-c-k-c0x00ffffff-no-rj,800,800,Coder Coder,"Practical tips for the beginner web developer.

",,UUzNf0liwUzMN6_pixbQlMhQ,17724335,537000,False,106,"['/m/019_rr', '/m/07c1v', '/m/01k8wb']","['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Technology', 'https://en.wikipedia.org/wiki/Knowledge']",public,True,longUploadsUnspecified,Coder Coder,1764668786732813000
128,UCziVQEj6r60mcsvdeiNbmDw,2022-10-02T19:27:24.996283Z,IN,Tech tips,"🚀 Welcome to Tech Tips – Your Ultimate Guide to YouTube Growth & Tech!

---

👤 About Me


👋 Hi, I’m Rehan! I’m a YouTuber with 4+ years of experience in tech and content creation. I created this channel to share strategies and tips that can help you grow your YouTube channel and maximize earnings.


🎯 4+ years of experience in YouTube growth


📈 Tech content and monetization tips


Let's build and grow together! 🚀


---

📌 What You’ll Learn Here


🔹 YouTube Earning Methods 💰

🔹 YouTube Growth Strategies 📈

🔹 Tech Tips & Tricks 🔥

---

📧 Business Enquiry 📬

For sponsorships and collaborations:

📧 help.techtips4@gmail.com

---

Founder -> Rehan Ahmad 

",@techtips4,2022-10-02T19:27:24.996283Z,https://yt3.ggpht.com/kJyHLEXHfBJR5VX8rORY7ootlAW0ORPJSXa6PIEyCmHKehkAAuGh21ECHuNOtPFmw5UfZw9kJg=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/kJyHLEXHfBJR5VX8rORY7ootlAW0ORPJSXa6PIEyCmHKehkAAuGh21ECHuNOtPFmw5UfZw9kJg=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/kJyHLEXHfBJR5VX8rORY7ootlAW0ORPJSXa6PIEyCmHKehkAAuGh21ECHuNOtPFmw5UfZw9kJg=s800-c-k-c0x00ffffff-no-rj,800,800,Tech tips,"🚀 Welcome to Tech Tips – Your Ultimate Guide to YouTube Growth & Tech!

---

👤 About Me


👋 Hi, I’m Rehan! I’m a YouTuber with 4+ years of experience in tech and content creation. I created this channel to share strategies and tips that can help you grow your YouTube channel and maximize earnings.


🎯 4+ years of experience in YouTube growth


📈 Tech content and monetization tips


Let's build and grow together! 🚀


---

📌 What You’ll Learn Here


🔹 YouTube Earning Methods 💰

🔹 YouTube Growth Strategies 📈

🔹 Tech Tips & Tricks 🔥

---

📧 Business Enquiry 📬

For sponsorships and collaborations:

📧 help.techtips4@gmail.com

---

Founder -> Rehan Ahmad 

",,UUziVQEj6r60mcsvdeiNbmDw,2224225,121000,False,68,"['/m/019_rr', '/m/07c1v']","['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Technology']",public,True,longUploadsUnspecified,Tech tips,1764668787029995000
